2024-05-24 21:58:31,592 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-05-24 21:58:31,602 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-05-24 21:58:31,602 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-05-24 21:58:31,602 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-05-24 21:58:31,602 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-05-24 21:58:31,602 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-05-24 21:58:31,602 INFO  SwAddin.cs: 201 - Setting up command manager
2024-05-24 21:58:31,602 INFO  SwAddin.cs: 204 - Adding command manager
2024-05-24 21:58:31,619 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-05-24 21:58:31,620 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-05-24 21:58:31,621 INFO  SwAddin.cs: 210 - Adding event handlers
2024-05-24 21:58:31,623 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-05-24 22:28:34,620 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2024-05-24 22:28:34,631 INFO  SwAddin.cs: 299 - Save is required
2024-05-24 22:28:34,631 INFO  SwAddin.cs: 313 - Saving assembly
2024-05-24 22:28:34,941 INFO  SwAddin.cs: 316 - Opening property manager
2024-05-24 22:28:34,955 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2024-05-24 22:28:34,960 INFO  ExportHelperExtension.cs: 1136 - Found 49 in Assem1
2024-05-24 22:28:34,961 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in Assem1
2024-05-24 22:28:34,961 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-24 22:28:34,963 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2024-05-24 22:28:34,964 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rod-1
2024-05-24 22:28:34,965 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rod-1
2024-05-24 22:28:34,965 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rod-1
2024-05-24 22:28:34,965 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rod-2
2024-05-24 22:28:34,966 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rod-2
2024-05-24 22:28:34,966 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rod-2
2024-05-24 22:28:34,966 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from basenew-2
2024-05-24 22:28:34,967 INFO  ExportHelperExtension.cs: 1136 - Found 42 in basenew-2
2024-05-24 22:28:34,967 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in basenew-2
2024-05-24 22:28:34,968 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Tyre-1
2024-05-24 22:28:34,968 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Tyre-1
2024-05-24 22:28:34,968 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Tyre-1
2024-05-24 22:28:34,969 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Tyre-3
2024-05-24 22:28:34,969 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Tyre-3
2024-05-24 22:28:34,970 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Tyre-3
2024-05-24 22:28:34,970 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part1-1
2024-05-24 22:28:34,971 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Part1-1
2024-05-24 22:28:34,971 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part1-1
2024-05-24 22:28:34,972 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2024-05-24 22:28:34,972 INFO  ExportHelperExtension.cs: 1136 - Found 49 in Assem1
2024-05-24 22:28:34,973 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in Assem1
2024-05-24 22:28:34,973 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-24 22:28:34,974 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2024-05-24 22:28:34,974 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from rod-1
2024-05-24 22:28:34,975 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rod-1
2024-05-24 22:28:34,975 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in rod-1
